,id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93
10807,10808,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
60320,60321,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0,2,0,2,3,0,0,1,2,0,0,3,0,1,1,0,0,0,0,6,1,0,0,3,0,0,0,2,0,0,0,0,20,13,2,1,0,0,0,2,0,16,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
25233,25234,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,17,1,3,2,0,0,0,0,11,0,0,0,0,0,5,0,1,0,1,0,0,0,5,1,0,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,20,0,0,0,0
14032,14033,0,0,0,0,0,0,0,0,1,1,1,0,0,11,0,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
10160,10161,0,0,0,0,0,0,0,0,0,0,2,0,0,9,4,4,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47774,47775,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
59586,59587,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,3,0,0,0,0,3,3,0,1,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1,1,2,0,0,3,0,0,4,1,0,0,0,1,4,0,0,0,0,0,0,0,6,0,0,0,2,6,0,1,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0
56994,56995,1,0,0,0,0,0,0,2,0,0,2,1,3,4,0,4,14,1,0,2,0,0,0,6,2,0,0,0,10,0,0,1,0,1,0,2,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,5,0,0,2,0,3,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46149,46150,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,2,3,0,0,0,0,2,3,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,19,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,4,0,1,0,2,0
53780,53781,1,1,0,1,0,0,1,4,0,0,0,0,0,0,0,2,4,11,0,6,0,3,7,3,1,1,0,0,3,0,3,0,1,2,16,0,0,4,1,1,0,0,0,3,4,0,0,1,1,1,0,0,1,6,2,0,0,0,0,1,0,2,0,1,0,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,2,1,1,23,0,0,3
27627,27628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,13,1,1,2,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
42974,42975,0,0,1,1,1,0,0,2,1,1,0,1,4,0,0,7,0,2,0,0,1,11,0,2,0,0,0,0,25,0,0,0,0,2,0,1,0,0,0,0,0,4,0,1,0,1,0,1,2,0,0,0,0,4,8,0,2,0,0,1,0,4,0,0,1,0,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8079,8080,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0
13173,13174,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,0,2,0,0,0,0,0,4,2,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,2,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
9411,9412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15685,15686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3717,3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
24103,24104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,1,1,0,0,0
55526,55527,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0
35911,35912,0,0,4,4,0,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,1,2,0,0,0,3,5,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,2,0,5,0,0,2,0,0,1,0,9,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
669,670,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
61550,61551,5,0,1,1,0,1,0,1,0,0,0,2,19,0,0,2,0,2,0,0,0,1,0,6,8,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,6,0,0,0,4,0,0,0,0,4,5,0,0,0,0,39,2,0,3,2,1,1,2,32,1,3,20,0,1,0,0,1,0,2,0,3,0,0,0,0,0,4,6,2,1,0,0,0,0,0
20755,20756,12,0,0,0,0,0,1,0,0,0,0,1,2,16,0,1,0,0,2,0,0,0,0,0,8,0,1,0,2,0,0,0,1,0,0,0,0,0,0,15,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,3,0,5,0,2,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1
45372,45373,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13891,13892,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
3741,3742,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0
12185,12186,22,0,5,0,0,1,0,0,0,1,0,0,1,2,1,2,1,10,0,1,1,1,0,4,6,0,0,0,1,0,0,0,0,0,2,2,0,12,0,5,0,0,9,1,0,0,0,10,1,0,0,0,0,3,2,7,0,0,0,0,0,2,1,0,2,0,0,0,0,7,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2,17,0,0,0,1
8976,8977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
952,953,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,14,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58215,58216,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37464,37465,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,9,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,7,0,2,0,0,0,0,5,0,0,0,0,0,1,0,5,0,0,14,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35191,35192,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,1,0,4,1,1,0,0,0,0,0,0,6,0,0,1,2,2,0,1,0,1,0,0,0,0,2,0,1,0,0,6,0,0,1,0,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17739,17740,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
50199,50200,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,10,7,0,0,0,9,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,2,0,3,2,0,22,1,0,0,2,1,1,0,0,1,2,1,0,0,16,0,0,0,0,0,0,19,3,0,0
35853,35854,1,0,16,5,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,0,0,3,0,8,0,2,10,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,12,0,1,0,0,0,0,0,11,0,0,0,0,0,3,5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23586,23587,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0
54109,54110,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
28641,28642,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0
48204,48205,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,3,0,12,1,0,0,0,0,0,0,4,0,1,1,1,1,3,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,6,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,15,1,1,2,0,0,0,0
1929,1930,0,0,0,0,0,0,0,0,29,0,0,0,0,4,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
53495,53496,1,11,2,1,0,1,8,0,2,5,2,0,2,1,0,3,6,4,32,1,1,3,4,17,0,0,1,0,1,0,0,2,0,3,1,2,1,12,1,0,0,1,0,12,0,0,0,5,5,3,0,0,1,8,3,1,4,0,0,1,0,1,0,1,1,3,8,2,3,11,0,0,2,0,3,5,0,1,2,0,1,1,3,0,1,0,7,1,2,46,1,0,4
36449,36450,0,0,9,10,0,0,0,0,0,0,17,0,1,0,0,1,0,0,1,0,0,1,0,5,0,2,8,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,4,0,1,0,7,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,6,0,2,0,0,2,0,0,0,1,0,0,0,0
49107,49108,0,0,0,0,0,0,0,1,0,9,0,0,0,3,1,0,0,0,0,1,0,0,0,9,3,0,0,0,1,0,0,2,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,9,0,1,10,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,0,5,0,0,0
53807,53808,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,2,0,1,0,0,5,0,5,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0
50123,50124,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53109,53110,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,35,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21362,21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12972,12973,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
51126,51127,0,2,0,0,0,0,0,1,3,8,1,0,0,1,0,0,0,0,0,8,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,4,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
15778,15779,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57981,57982,5,0,1,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,4,0,0,2,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0
36202,36203,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,5,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,5,0,0,14,0,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0
58818,58819,5,0,0,0,0,2,0,1,0,1,0,1,12,0,0,1,1,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,17,1,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,3,0
45292,45293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4892,4893,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
29346,29347,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
45087,45088,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,1,1,0,4,0,0,0,5,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0
46675,46676,2,0,0,0,0,0,0,2,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
1768,1769,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52034,52035,0,1,0,1,2,0,0,0,6,0,2,1,10,0,0,1,3,0,2,3,0,1,9,12,0,0,0,0,0,0,0,4,0,0,0,2,0,8,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,2,1,0,0,0,4,0,2,0,1,13,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0
9357,9358,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
26431,26432,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,1,0,9,0,3,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0
18464,18465,2,0,1,0,0,0,0,0,0,0,0,1,0,17,0,5,0,1,0,0,0,1,0,0,7,0,0,1,1,0,0,0,2,0,0,2,0,0,0,25,2,1,0,2,0,0,0,8,0,0,0,0,2,6,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,1,0,0,7,0,0,1,0
14592,14593,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
43185,43186,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,5,0,1,0,0,0,5,0,2,0,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,3,0,0,0,0,4,0,0,0,1,12,2,1,3,5,0,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0
12754,12755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,11,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0
59606,59607,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,3,2,1,8,0,2,0,0,0,0,2,0,0,0,2,0,0,0,29,0,0
34962,34963,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,1,14,0,0,2,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,2,0,0,0,3,0,1,0,1,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,0,37,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
39804,39805,0,0,9,3,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,13,0,0,1,0,0,5,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0
34754,34755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
